uid,page,pagepdf,name,region,depto,muni,deptos,ings,instruc,dificultad,raciones_min,raciones_max,tiempo,tiempo_mins,tiempo_dias,line_original
caldo-basico-valle,NA,152,Caldo básico [Valle],"Valle, Cauca y Nariño",Valle,NA,NA,"16 tazas de agua · 11⁄2 libra (750 gr) de hueso poroso, preferiblemente de cadera · 1 libra
(500 gr) de carne de res cortada en trozos · 4 tallos de cebolla larga · 1 ramillete de
tomillo, orégano y laurel · sal, pimienta y cominos a gusto · opcional: en lugar de los
huesos y la carne, se pueden utilizar 2 libras (1 kg) de costilla de res, picada en trozos.","Se ponen en el agua fría los huesos y la carne (o las costillas) y se llevan a fuego con las cebollas largas enteras, el ramillete de hierbas, la pimienta y el comino y se deja hervir por 1 hora a fuego alto. Al final se le agrega la sal. Debe quedar un caldo muy
sustancioso. Se deja enfriar y se desgrasa si se desea. Se le saca la cebolla y puede
refrigerarse varios días.",1,8,10,2 horas,120,0,"Caldo básico Valle
Grado de dificultad * | Tiempo de cocción: 2 horas | Raciones: 8 a 10
16 tazas de agua · 11⁄2 libra (750 gr) de hueso poroso, preferiblemente de cadera · 1 libra
(500 gr) de carne de res cortada en trozos · 4 tallos de cebolla larga · 1 ramillete de
tomillo, orégano y laurel · sal, pimienta y cominos a gusto · opcional: en lugar de los
huesos y la carne, se pueden utilizar 2 libras (1 kg) de costilla de res, picada en trozos.
Se ponen en el agua fría los huesos y la carne (o las costillas) y se llevan a fuego con
las cebollas largas enteras, el ramillete de hierbas, la pimienta y el comino y se deja
hervir por 1 hora a fuego alto. Al final se le agrega la sal. Debe quedar un caldo muy
sustancioso. Se deja enfriar y se desgrasa si se desea. Se le saca la cebolla y puede
refrigerarse varios días."
caldo-de-aquel-de-ministro,265,351,Caldo de aquel [de ministro],Tolima y Huila,Tolima,Saldaña,NA,"12 tazas de agua · 2 criadillas de toro · 1 libra (500 gr) de papas pastusas, peladas y picadas · 2 huevos batidos · 1 taza de leche · 1 taza de hogo [ver p. 355]· 1 cucharada de cilantro y cebolla larga, picados finamente · sal y pimienta a gusto.","Se pican las criadillas y se ponen a cocinar en el agua por 30 minutos, con el hogo, sal y pimienta. Se añaden las papas y se dejan hervir por 20 minutos. Se baten los huevos en la leche y se incorporan al caldo. No debe volver a hervir, pues se cuaja- rían los huevos. Se sirve con el cilantro y la cebolla larga rociados por encima.",2,6,8,60 minutos,60,NA,"Caldo de aquel [de ministro] Saldaña, Tolima Grado de dificultad ** | Tiempo de cocción: 60 minutos | Raciones: 6 a 8 12 tazas de agua · 2 criadillas de toro · 1 libra (500 gr) de papas pastusas, peladas y picadas · 2 huevos batidos · 1 taza de leche · 1 taza de hogo [ver p. 355]· 1 cucharada de cilantro y cebolla larga, picados finamente · sal y pimienta a gusto. Se pican las criadillas y se ponen a cocinar en el agua por 30 minutos, con el hogo, sal y pimienta. Se añaden las papas y se dejan hervir por 20 minutos. Se baten los huevos en la leche y se incorporan al caldo. No debe volver a hervir, pues se cuaja- rían los huevos. Se sirve con el cilantro y la cebolla larga rociados por encima."
caldo-de-carne-batido,152,152,Caldo de carne batido,"Valle, Cauca y Nariño",Valle,NA,NA,"10 tazas de agua fría · 1 libra (500 gr) de carne de res molida · 3 cucharadas de perejil, picado fino · 2 tallos de cebolla larga, entera · sal y pimienta a gusto.","Se pone la carne con 4 tazas de agua y se bate con un molinillo (o se licua) hasta que quede casi disuelta. Se pone a fuego me­dio, batiendo el caldo constantemente hasta que hierva, unos 20 minutos. Se le agrega el resto del agua, el perejil, la cebolla, sal y pimienta, y se deja hervir de nuevo. Luego se retira del fuego, se deja reposar y se sirve.",1,6,NA,40 minutos,40,NA,"Caldo de carne batido Va l l e Grado de dificultad * | Tiempo de cocción: 40 minutos | Raciones: 6 10 tazas de agua fría · 1 libra (500 gr) de carne de res molida · 3 cucharadas de perejil, picado fino · 2 tallos de cebolla larga, entera · sal y pimienta a gusto. Se pone la carne con 4 tazas de agua y se bate con un molinillo (o se licua) hasta que quede casi disuelta. Se pone a fuego me­dio, batiendo el caldo constantemente hasta que hierva, unos 20 minutos. Se le agrega el resto del agua, el perejil, la cebolla, sal y pimienta, y se deja hervir de nuevo. Luego se retira del fuego, se deja reposar y se sirve."
caldo-de-cuchas,265,351,Caldo de cuchas,Tolima y Huila,Huila,NA,NA,"12 tazas de agua · 8 cuchas · 2 tallos de cebollas largas, picadas · 2 cebollas cabezonas, peladas y picadas · 2 ajos, majados · 1 cucharada de cilantro de Castilla y cebolleta, picados finos · sal y pimienta.","Se pone a hervir el agua con las cebollas, los ajos, sal y pi­mienta. Se le agregan las cuchas y se deja cocinar por 15 mi­nutos a fuego medio. Se sirve con el cilantro ro- ciado por encima.",1,6,8,20 minutos,20,NA,"Caldo de cuchas Huila Pescado de río Grado de dificultad * | Tiempo de cocción: 20 minutos | Raciones: 6 a 8 12 tazas de agua · 8 cuchas · 2 tallos de cebollas largas, picadas · 2 cebollas cabezonas, peladas y picadas · 2 ajos, majados · 1 cucharada de cilantro de Castilla y cebolleta, picados finos · sal y pimienta. Se pone a hervir el agua con las cebollas, los ajos, sal y pi­mienta. Se le agregan las cuchas y se deja cocinar por 15 mi­nutos a fuego medio. Se sirve con el cilantro ro- ciado por encima."
caldo-de-denton-salpreso,34,34,Caldo de dentón salpreso,Costa Pacífica,Chocó,NA,NA,"10 tazas de agua · 4 dentones salpresos, partidos en dos · 3 plá­tanos verdes, pelados y partidos con la mano · 2 cebollas cabe­zonas, peladas y picadas · 4 tallos de cebolla en rama, picados · 2 tomates maduros grandes, pelados y picados · 3 ramitas de al­bahaca · 1 cucharada de bija (achiote) · 2 cucharadas de manteca (o aceite) · 4 hojas de cilantro cimarrón · sal y pimienta a gusto.","Los dentones se lavan muy bien y se ponen en agua hirviendo por 10 minutos para desalarlos. Se bota el agua y el pescado se deja aparte. En las 10 tazas de agua se ponen los plátanos a cocinar por 25 minutos a fuego alto. Aparte, se sofríen en la manteca (o en el aceite) las cebollas, el tomate, la bija, y se agregan al caldo con los pescados, la pimienta y el comino. Se tapa y se deja conservar por 20 minutos a fuego lento. Se le añade el cilantro, se prueba de sal y se sirve.",1,8,10,1 hora,60,NA,"Caldo de dentón salpreso Chocó Grado de dificultad * | Tiempo de cocción: 1 hora | Raciones: 8 a 10 10 tazas de agua · 4 dentones salpresos, partidos en dos · 3 plá­tanos verdes, pelados y partidos con la mano · 2 cebollas cabe­zonas, peladas y picadas · 4 tallos de cebolla en rama, picados · 2 tomates maduros grandes, pelados y picados · 3 ramitas de al­bahaca · 1 cucharada de bija (achiote) · 2 cucharadas de manteca (o aceite) · 4 hojas de cilantro cimarrón · sal y pimienta a gusto. Los dentones se lavan muy bien y se ponen en agua hirviendo por 10 minutos para desalarlos. Se bota el agua y el pescado se deja aparte. En las 10 tazas de agua se ponen los plátanos a cocinar por 25 minutos a fuego alto. Aparte, se sofríen en la manteca (o en el aceite) las cebollas, el tomate, la bija, y se agregan al caldo con los pescados, la pimienta y el comino. Se tapa y se deja conservar por 20 minutos a fuego lento. Se le añade el cilantro, se prueba de sal y se sirve."
caldo-de-gasapo,34,34,Caldo de gasapo,Costa Pacífica,Cauca,Guapi,NA,"12 tazas de agua · 2 libras (1 kg) de gasapos (camarón), sin pelar · 1 libra (500 gr) de papas, peladas y picadas · 4 plátanos verdes, pelados y partidos en pedazos · 1 plátano verde raspado con concha de piangua (rebanado) · ½ taza de refrito [ver p. 50]· 1 taza de leche de coco, espesa · sal y pimienta a gusto.","Se pone a hervir el agua, se le agregan los gasapos, se dejan cocinar por 5 minutos, se sacan y se pelan. En el caldo se po­nen a cocinar los plátanos y las papas por 30 minutos a fuego alto. Se le agrega el refrito, sal y pimienta. Se revuelve, se baja a fuego lento. Se le incorpora la leche de coco y los ga­sapos pelados, se tapa y se deja conservar por 10 minutos. Se sirve con arroz.",1,8,10,1 hora,60,NA,"Caldo de gasapo Guapi, Cauca Grado de dificultad * | Tiempo de cocción: 1 hora | Raciones: 8 a 10 12 tazas de agua · 2 libras (1 kg) de gasapos (camarón), sin pelar · 1 libra (500 gr) de papas, peladas y picadas · 4 plátanos verdes, pelados y partidos en pedazos · 1 plátano verde raspado con concha de piangua (rebanado) · ½ taza de refrito [ver p. 50]· 1 taza de leche de coco, espesa · sal y pimienta a gusto. Se pone a hervir el agua, se le agregan los gasapos, se dejan cocinar por 5 minutos, se sacan y se pelan. En el caldo se po­nen a cocinar los plátanos y las papas por 30 minutos a fuego alto. Se le agrega el refrito, sal y pimienta. Se revuelve, se baja a fuego lento. Se le incorpora la leche de coco y los ga­sapos pelados, se tapa y se deja conservar por 10 minutos. Se sirve con arroz."
caldo-de-guacuco,34,34,Caldo de guacuco,Costa Pacífica,Chocó,NA,NA,"10 tazas de agua · 8 guacucos, ahumados · 2 plátanos verdes, pe­lados y partidos con la mano en trozos grandes · 1 libra (500 gr) de papas, peladas y picadas · 4 tallos de cebolla en rama · 2 ce­bollas cabezonas, peladas y picadas · 2 tomates maduros, pelados y picados · 2 cucharadas de jugo de limón · ½ libra (250 gr) de queso blanco, picado · 1 cucharada de albahaca, picada · 1 cu­charada de bija (achiote) · 4 hojas de cilantro cimarrón · comino, pimienta y sal a gusto.","Se ponen los guacucos en agua hirviendo por 10 minutos, se sacan y se bota el agua. Aparte, se pone el agua a hervir con los plátanos y la cebolla en rama (25 minutos). Se saca la ce­bolla y se añaden las papas, la cebolla cabezona, el tomate, la albahaca, la bija, sal, cominos y pimienta; se cocinan por 20 minutos. Se agrega el queso, los guacucos, el jugo de limón y el cilantro, se tapan y se dejan conservar a fuego lento por 20 minutos. Se sirve acompañado de arroz blanco y arepas.",2,6,8,1½ hora,90,NA,"Caldo de guacuco Chocó Grado de dificultad ** | Tiempo de cocción: 1½ hora | Raciones: 6 a 8 10 tazas de agua · 8 guacucos, ahumados · 2 plátanos verdes, pe­lados y partidos con la mano en trozos grandes · 1 libra (500 gr) de papas, peladas y picadas · 4 tallos de cebolla en rama · 2 ce­bollas cabezonas, peladas y picadas · 2 tomates maduros, pelados y picados · 2 cucharadas de jugo de limón · ½ libra (250 gr) de queso blanco, picado · 1 cucharada de albahaca, picada · 1 cu­charada de bija (achiote) · 4 hojas de cilantro cimarrón · comino, pimienta y sal a gusto. Se ponen los guacucos en agua hirviendo por 10 minutos, se sacan y se bota el agua. Aparte, se pone el agua a hervir con los plátanos y la cebolla en rama (25 minutos). Se saca la ce­bolla y se añaden las papas, la cebolla cabezona, el tomate, la albahaca, la bija, sal, cominos y pimienta; se cocinan por 20 minutos. Se agrega el queso, los guacucos, el jugo de limón y el cilantro, se tapan y se dejan conservar a fuego lento por 20 minutos. Se sirve acompañado de arroz blanco y arepas."
caldo-de-menudencias,NA,78,Caldo de menudencias,Antioquia y Viejo Caldas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caldo-de-pajarilla,265,351,Caldo de pajarilla,Tolima y Huila,Huila,NA,NA,"12 tazas de agua · ½ libra (250 gr) de hígado, picado · ½ libra (250 gr) de riñón limpio y picado, sin grasa · ½ libra (250 gr) de corazón, picado · ½ libra (250 gr) de pajarilla · 1 libra (500 gr) de papas pastusas, peladas y picadas · 1 taza de hogo [ver p. 355] · 1 cucharada de cilantro, picado · sal y pimienta a gusto.","Se pone a hervir en una olla grande el agua con todos los in­gredientes por 30 minu- tos, espumando de vez en cuando. Se sirve con el cilantro rociado por encima. Debe cocinarse a fuego medio evitando que al bullir el agua desbarate las pa­pas.",1,8,NA,30 minutos,30,NA,"Caldo de pajarilla Huila Grado de dificultad * | Tiempo de cocción: 30 minutos | Raciones: 8 12 tazas de agua · ½ libra (250 gr) de hígado, picado · ½ libra (250 gr) de riñón limpio y picado, sin grasa · ½ libra (250 gr) de corazón, picado · ½ libra (250 gr) de pajarilla · 1 libra (500 gr) de papas pastusas, peladas y picadas · 1 taza de hogo [ver p. 355] · 1 cucharada de cilantro, picado · sal y pimienta a gusto. Se pone a hervir en una olla grande el agua con todos los in­gredientes por 30 minu- tos, espumando de vez en cuando. Se sirve con el cilantro rociado por encima. Debe cocinarse a fuego medio evitando que al bullir el agua desbarate las pa­pas."
caldo-de-papas,194,280,Caldo de papas,Santanderes,Santander,Bucaramanga,NA,"10 tazas de agua · 3 libras (1½ kg) de papas, peladas y cortadas en rebanadas · 2 cucharadas de hogo [ver p. 319] · 2 cucharadas de cilantro, picado finamente · sal y pimienta a gusto.","Se cocinan las papas durante 30 minutos, hasta que queden muy blandas, y se les añade el hogo, sal y pimienta. Se dejan cocinar otros 5 minutos. Se sirve muy calien- te con el cilantro rociado. (Opcional: se cocinan huevos en un poco de caldo, y se agregan a cada plato al servir).",1,8,NA,40 minutos,40,NA,"Caldo de papas B u c a r a m a n g a , S a n ta n d e r Muy popular para el desayuno Grado de dificultad * | Tiempo de cocción: 40 minutos | Raciones: 8 10 tazas de agua · 3 libras (1½ kg) de papas, peladas y cortadas en rebanadas · 2 cucharadas de hogo [ver p. 319] · 2 cucharadas de cilantro, picado finamente · sal y pimienta a gusto. Se cocinan las papas durante 30 minutos, hasta que queden muy blandas, y se les añade el hogo, sal y pimienta. Se dejan cocinar otros 5 minutos. Se sirve muy calien- te con el cilantro rociado. (Opcional: se cocinan huevos en un poco de caldo, y se agregan a cada plato al servir)."
caldo-de-queso-y-cebollas,35,35,Caldo de queso y cebollas,Costa Pacífica,Chocó,NA,NA,"10 tazas de agua · 1 libra (500 gr) de queso costeño, cortado en trocitos · 4 cebollas cabezonas grandes, peladas y cortadas en ro­dajas delgadas · 4 dientes de ajo, picados · 1 tomate maduro, pelado y picado fino · 3 cucharadas de mantequilla (o aceite) · 3 hue­vos, batidos · 4 hojas de cilantro cimarrón · sal y pimienta a gusto.","Se pone la mantequilla (o el aceite) a calentar en la olla en que se va a preparar el caldo. Se le agregan las cebollas, el ajo, el tomate y los aliños, y se dejan sofreír por 10 minutos, revol­viendo. Se le agrega el agua hirviendo, se rebulle, se le añade el queso y los huevos poco a poco batiéndolos en el caldo, se deja cocinar unos 15 minutos. Se le pone el cilantro, se tapa, se deja a fuego bajo por 10 minutos y se retira del fuego para servirlo bien caliente.",1,6,8,40 minutos,40,NA,"Caldo de queso y cebollas Chocó Grado de dificultad * | Tiempo de cocción: 40 minutos | Raciones: 6 a 8 10 tazas de agua · 1 libra (500 gr) de queso costeño, cortado en trocitos · 4 cebollas cabezonas grandes, peladas y cortadas en ro­dajas delgadas · 4 dientes de ajo, picados · 1 tomate maduro, pelado y picado fino · 3 cucharadas de mantequilla (o aceite) · 3 hue­vos, batidos · 4 hojas de cilantro cimarrón · sal y pimienta a gusto. Se pone la mantequilla (o el aceite) a calentar en la olla en que se va a preparar el caldo. Se le agregan las cebollas, el ajo, el tomate y los aliños, y se dejan sofreír por 10 minutos, revol­viendo. Se le agrega el agua hirviendo, se rebulle, se le añade el queso y los huevos poco a poco batiéndolos en el caldo, se deja cocinar unos 15 minutos. Se le pone el cilantro, se tapa, se deja a fuego bajo por 10 minutos y se retira del fuego para servirlo bien caliente."
